AstroVIEW X
Type, Original
 
Time, 06/15/2018 01:43:39 PM
Compression, 1
*Sample Rate 1, 1
Size, 6280
Trigger, 1
Recorder Type, TMX 
Amp Type, ,UNIV6, UNIV6, UNIV6, UNIV6
A_lp
SAMPLE,TIME,V_rms_20ms         , V_lp_3000Hz        , I1_rms_20ms        , I1_lp_3000Hz       
3636, 06/15/2018 02:44:13 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3637, 06/15/2018 02:44:14 PM,0.0000             ,0.0000             ,0.0000             ,-2.0833            
3638, 06/15/2018 02:44:15 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3639, 06/15/2018 02:44:16 PM,0.0000             ,-0.0333            ,0.0000             ,-3.3333            
3640, 06/15/2018 02:44:17 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3641, 06/15/2018 02:44:18 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3642, 06/15/2018 02:44:19 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
3643, 06/15/2018 02:44:20 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3644, 06/15/2018 02:44:21 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3645, 06/15/2018 02:44:22 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
3646, 06/15/2018 02:44:23 PM,0.0000             ,-0.0167            ,0.0000             ,-0.4167            
3647, 06/15/2018 02:44:24 PM,0.0000             ,-0.0500            ,0.0000             ,-3.3333            
3648, 06/15/2018 02:44:25 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3649, 06/15/2018 02:44:26 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
3650, 06/15/2018 02:44:27 PM,0.0000             ,-0.0833            ,0.0000             ,-2.5000            
3651, 06/15/2018 02:44:28 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3652, 06/15/2018 02:44:29 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
3653, 06/15/2018 02:44:30 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3654, 06/15/2018 02:44:31 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3655, 06/15/2018 02:44:32 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3656, 06/15/2018 02:44:33 PM,0.0000             ,-0.1333            ,0.0000             ,-1.6667            
3657, 06/15/2018 02:44:34 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3658, 06/15/2018 02:44:35 PM,0.0000             ,-0.0833            ,0.0000             ,-2.9167            
3659, 06/15/2018 02:44:36 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3660, 06/15/2018 02:44:37 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3661, 06/15/2018 02:44:38 PM,0.0000             ,-0.0167            ,0.0000             ,-0.8333            
3662, 06/15/2018 02:44:39 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
3663, 06/15/2018 02:44:40 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3664, 06/15/2018 02:44:41 PM,0.0000             ,-0.0500            ,0.0000             ,-0.8333            
3665, 06/15/2018 02:44:42 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3666, 06/15/2018 02:44:43 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
3667, 06/15/2018 02:44:44 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3668, 06/15/2018 02:44:45 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3669, 06/15/2018 02:44:46 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
3670, 06/15/2018 02:44:47 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
3671, 06/15/2018 02:44:48 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3672, 06/15/2018 02:44:49 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3673, 06/15/2018 02:44:50 PM,0.0000             ,-0.1333            ,0.0000             ,-2.0833            
3674, 06/15/2018 02:44:51 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3675, 06/15/2018 02:44:52 PM,0.0000             ,-0.0500            ,0.0000             ,-0.4167            
3676, 06/15/2018 02:44:53 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
3677, 06/15/2018 02:44:54 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3678, 06/15/2018 02:44:55 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
3679, 06/15/2018 02:44:56 PM,0.0000             ,0.0000             ,0.0000             ,-0.8333            
3680, 06/15/2018 02:44:57 PM,0.0000             ,-0.0833            ,0.0000             ,-1.2500            
3681, 06/15/2018 02:44:58 PM,0.0000             ,-0.0500            ,0.0000             ,-0.4167            
3682, 06/15/2018 02:44:59 PM,0.0000             ,-0.0667            ,0.0000             ,-0.4167            
3683, 06/15/2018 02:45:00 PM,0.0000             ,-0.0167            ,0.0000             ,-0.4167            
3684, 06/15/2018 02:45:01 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3685, 06/15/2018 02:45:02 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3686, 06/15/2018 02:45:03 PM,0.0000             ,0.0167             ,0.0000             ,0.4167             
3687, 06/15/2018 02:45:04 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3688, 06/15/2018 02:45:05 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3689, 06/15/2018 02:45:06 PM,0.0000             ,-0.0500            ,0.0000             ,-2.9167            
3690, 06/15/2018 02:45:07 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
3691, 06/15/2018 02:45:08 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3692, 06/15/2018 02:45:09 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3693, 06/15/2018 02:45:10 PM,0.0000             ,-0.0833            ,0.0000             ,-0.4167            
3694, 06/15/2018 02:45:11 PM,0.0000             ,0.0000             ,0.0000             ,-2.0833            
3695, 06/15/2018 02:45:12 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3696, 06/15/2018 02:45:13 PM,0.0000             ,-0.0167            ,0.0000             ,-0.8333            
3697, 06/15/2018 02:45:14 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
3698, 06/15/2018 02:45:15 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
3699, 06/15/2018 02:45:16 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
3700, 06/15/2018 02:45:17 PM,0.0000             ,0.0000             ,0.0000             ,-1.6667            
3701, 06/15/2018 02:45:18 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3702, 06/15/2018 02:45:19 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
3703, 06/15/2018 02:45:20 PM,0.0000             ,-0.0333            ,0.0000             ,-0.4167            
3704, 06/15/2018 02:45:21 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3705, 06/15/2018 02:45:22 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3706, 06/15/2018 02:45:23 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
3707, 06/15/2018 02:45:24 PM,0.0000             ,-0.0667            ,0.0000             ,-2.9167            
3708, 06/15/2018 02:45:25 PM,0.0000             ,-0.0167            ,0.0000             ,-0.8333            
3709, 06/15/2018 02:45:26 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
3710, 06/15/2018 02:45:27 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3711, 06/15/2018 02:45:28 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3712, 06/15/2018 02:45:29 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
3713, 06/15/2018 02:45:30 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3714, 06/15/2018 02:45:31 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3715, 06/15/2018 02:45:32 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3716, 06/15/2018 02:45:33 PM,0.0000             ,0.0000             ,0.0000             ,-0.8333            
3717, 06/15/2018 02:45:34 PM,0.0000             ,-0.0500            ,0.0000             ,-2.9167            
3718, 06/15/2018 02:45:35 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3719, 06/15/2018 02:45:36 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3720, 06/15/2018 02:45:37 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3721, 06/15/2018 02:45:38 PM,0.0000             ,-0.0167            ,0.0000             ,-2.9167            
3722, 06/15/2018 02:45:39 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3723, 06/15/2018 02:45:40 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
3724, 06/15/2018 02:45:41 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3725, 06/15/2018 02:45:42 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
3726, 06/15/2018 02:45:43 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3727, 06/15/2018 02:45:44 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3728, 06/15/2018 02:45:45 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3729, 06/15/2018 02:45:46 PM,0.0000             ,-0.0500            ,0.0000             ,-0.8333            
3730, 06/15/2018 02:45:47 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3731, 06/15/2018 02:45:48 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
3732, 06/15/2018 02:45:49 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3733, 06/15/2018 02:45:50 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3734, 06/15/2018 02:45:51 PM,0.0000             ,0.0000             ,0.0000             ,-1.6667            
3735, 06/15/2018 02:45:52 PM,0.0000             ,0.0167             ,0.0000             ,-1.2500            
3736, 06/15/2018 02:45:53 PM,0.0000             ,-0.0167            ,0.0000             ,-0.8333            
3737, 06/15/2018 02:45:54 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
3738, 06/15/2018 02:45:55 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3739, 06/15/2018 02:45:56 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
3740, 06/15/2018 02:45:57 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
3741, 06/15/2018 02:45:58 PM,0.0000             ,-0.1000            ,0.0000             ,-1.6667            
3742, 06/15/2018 02:45:59 PM,0.0000             ,-0.0167            ,0.0000             ,-3.3333            
3743, 06/15/2018 02:46:00 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3744, 06/15/2018 02:46:01 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3745, 06/15/2018 02:46:02 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3746, 06/15/2018 02:46:03 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3747, 06/15/2018 02:46:04 PM,0.0000             ,-0.1000            ,0.0000             ,-1.6667            
3748, 06/15/2018 02:46:05 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3749, 06/15/2018 02:46:06 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
3750, 06/15/2018 02:46:07 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3751, 06/15/2018 02:46:08 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
3752, 06/15/2018 02:46:09 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
3753, 06/15/2018 02:46:10 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3754, 06/15/2018 02:46:11 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3755, 06/15/2018 02:46:12 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
3756, 06/15/2018 02:46:13 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3757, 06/15/2018 02:46:14 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
3758, 06/15/2018 02:46:15 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3759, 06/15/2018 02:46:16 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3760, 06/15/2018 02:46:17 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3761, 06/15/2018 02:46:18 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3762, 06/15/2018 02:46:19 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
3763, 06/15/2018 02:46:20 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3764, 06/15/2018 02:46:21 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3765, 06/15/2018 02:46:22 PM,0.0000             ,-0.0833            ,0.0000             ,-1.2500            
3766, 06/15/2018 02:46:23 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
3767, 06/15/2018 02:46:24 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3768, 06/15/2018 02:46:25 PM,0.0000             ,-0.0500            ,0.0000             ,-0.4167            
3769, 06/15/2018 02:46:26 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
3770, 06/15/2018 02:46:27 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3771, 06/15/2018 02:46:28 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
3772, 06/15/2018 02:46:29 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3773, 06/15/2018 02:46:30 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3774, 06/15/2018 02:46:31 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3775, 06/15/2018 02:46:32 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3776, 06/15/2018 02:46:33 PM,0.0000             ,0.0167             ,0.0000             ,-1.2500            
3777, 06/15/2018 02:46:34 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3778, 06/15/2018 02:46:35 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3779, 06/15/2018 02:46:36 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
3780, 06/15/2018 02:46:37 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3781, 06/15/2018 02:46:38 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3782, 06/15/2018 02:46:39 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3783, 06/15/2018 02:46:40 PM,0.0000             ,-0.0500            ,0.0000             ,-0.8333            
3784, 06/15/2018 02:46:41 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
3785, 06/15/2018 02:46:42 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3786, 06/15/2018 02:46:43 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3787, 06/15/2018 02:46:44 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
3788, 06/15/2018 02:46:45 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3789, 06/15/2018 02:46:46 PM,0.0000             ,-0.0333            ,0.0000             ,-0.4167            
3790, 06/15/2018 02:46:47 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
3791, 06/15/2018 02:46:48 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3792, 06/15/2018 02:46:49 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3793, 06/15/2018 02:46:50 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3794, 06/15/2018 02:46:51 PM,0.0000             ,-0.0833            ,0.0000             ,-2.9167            
3795, 06/15/2018 02:46:52 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3796, 06/15/2018 02:46:53 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
3797, 06/15/2018 02:46:54 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3798, 06/15/2018 02:46:55 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3799, 06/15/2018 02:46:56 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3800, 06/15/2018 02:46:57 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3801, 06/15/2018 02:46:58 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3802, 06/15/2018 02:46:59 PM,0.0000             ,0.0000             ,0.0000             ,-2.0833            
3803, 06/15/2018 02:47:00 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3804, 06/15/2018 02:47:01 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
3805, 06/15/2018 02:47:02 PM,0.0000             ,-0.0167            ,0.0000             ,-0.8333            
3806, 06/15/2018 02:47:03 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
3807, 06/15/2018 02:47:04 PM,0.0000             ,-0.0500            ,0.0000             ,-0.4167            
3808, 06/15/2018 02:47:05 PM,0.0000             ,-0.0167            ,0.0000             ,-2.9167            
3809, 06/15/2018 02:47:06 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
3810, 06/15/2018 02:47:07 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
3811, 06/15/2018 02:47:08 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3812, 06/15/2018 02:47:09 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3813, 06/15/2018 02:47:10 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3814, 06/15/2018 02:47:11 PM,0.0000             ,-0.0667            ,0.0000             ,-2.9167            
3815, 06/15/2018 02:47:12 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
3816, 06/15/2018 02:47:13 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
3817, 06/15/2018 02:47:14 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
3818, 06/15/2018 02:47:15 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
3819, 06/15/2018 02:47:16 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3820, 06/15/2018 02:47:17 PM,0.0000             ,-0.0500            ,0.0000             ,-3.3333            
3821, 06/15/2018 02:47:18 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
3822, 06/15/2018 02:47:19 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3823, 06/15/2018 02:47:20 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3824, 06/15/2018 02:47:21 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3825, 06/15/2018 02:47:22 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
3826, 06/15/2018 02:47:23 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3827, 06/15/2018 02:47:24 PM,0.0000             ,-0.0167            ,0.0000             ,-0.4167            
3828, 06/15/2018 02:47:25 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3829, 06/15/2018 02:47:26 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
3830, 06/15/2018 02:47:27 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
3831, 06/15/2018 02:47:28 PM,0.0000             ,-0.0333            ,0.0000             ,-2.9167            
3832, 06/15/2018 02:47:29 PM,0.0000             ,-0.0833            ,0.0000             ,-1.2500            
3833, 06/15/2018 02:47:30 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3834, 06/15/2018 02:47:31 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3835, 06/15/2018 02:47:32 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
3836, 06/15/2018 02:47:33 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3837, 06/15/2018 02:47:34 PM,0.0000             ,0.0333             ,0.0000             ,-1.2500            
3838, 06/15/2018 02:47:35 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
3839, 06/15/2018 02:47:36 PM,0.0000             ,-0.0167            ,0.0000             ,-2.9167            
3840, 06/15/2018 02:47:37 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3841, 06/15/2018 02:47:38 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
3842, 06/15/2018 02:47:39 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3843, 06/15/2018 02:47:40 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3844, 06/15/2018 02:47:41 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
3845, 06/15/2018 02:47:42 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3846, 06/15/2018 02:47:43 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3847, 06/15/2018 02:47:44 PM,0.0000             ,-0.0667            ,0.0000             ,-2.9167            
3848, 06/15/2018 02:47:45 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3849, 06/15/2018 02:47:46 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3850, 06/15/2018 02:47:47 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3851, 06/15/2018 02:47:48 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3852, 06/15/2018 02:47:49 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3853, 06/15/2018 02:47:50 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3854, 06/15/2018 02:47:51 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
3855, 06/15/2018 02:47:52 PM,0.0000             ,-0.0500            ,0.0000             ,-2.9167            
3856, 06/15/2018 02:47:53 PM,0.0000             ,0.0000             ,0.0000             ,-1.6667            
3857, 06/15/2018 02:47:54 PM,0.0000             ,-0.0500            ,0.0000             ,-2.9167            
3858, 06/15/2018 02:47:55 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3859, 06/15/2018 02:47:56 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
3860, 06/15/2018 02:47:57 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
3861, 06/15/2018 02:47:58 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
3862, 06/15/2018 02:47:59 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3863, 06/15/2018 02:48:00 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3864, 06/15/2018 02:48:01 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3865, 06/15/2018 02:48:02 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3866, 06/15/2018 02:48:03 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3867, 06/15/2018 02:48:04 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
3868, 06/15/2018 02:48:05 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3869, 06/15/2018 02:48:06 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3870, 06/15/2018 02:48:07 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3871, 06/15/2018 02:48:08 PM,0.0000             ,-0.0167            ,0.0000             ,-0.8333            
3872, 06/15/2018 02:48:09 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3873, 06/15/2018 02:48:10 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3874, 06/15/2018 02:48:11 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3875, 06/15/2018 02:48:12 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3876, 06/15/2018 02:48:13 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
3877, 06/15/2018 02:48:14 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3878, 06/15/2018 02:48:15 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
3879, 06/15/2018 02:48:16 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3880, 06/15/2018 02:48:17 PM,0.0000             ,0.0167             ,0.0000             ,-0.8333            
3881, 06/15/2018 02:48:18 PM,0.0000             ,-0.0500            ,0.0000             ,-3.3333            
3882, 06/15/2018 02:48:19 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3883, 06/15/2018 02:48:20 PM,0.0000             ,-0.0667            ,0.0000             ,-2.9167            
3884, 06/15/2018 02:48:21 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
3885, 06/15/2018 02:48:22 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
3886, 06/15/2018 02:48:23 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
3887, 06/15/2018 02:48:24 PM,0.0000             ,-0.0667            ,0.0000             ,0.4167             
3888, 06/15/2018 02:48:25 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3889, 06/15/2018 02:48:26 PM,0.0000             ,0.0000             ,0.0000             ,-1.6667            
3890, 06/15/2018 02:48:27 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3891, 06/15/2018 02:48:28 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
3892, 06/15/2018 02:48:29 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
3893, 06/15/2018 02:48:30 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3894, 06/15/2018 02:48:31 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3895, 06/15/2018 02:48:32 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
3896, 06/15/2018 02:48:33 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
3897, 06/15/2018 02:48:34 PM,0.0000             ,-0.0833            ,0.0000             ,-3.3333            
3898, 06/15/2018 02:48:35 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
3899, 06/15/2018 02:48:36 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3900, 06/15/2018 02:48:37 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
3901, 06/15/2018 02:48:38 PM,0.0000             ,0.0000             ,0.0000             ,-0.8333            
3902, 06/15/2018 02:48:39 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3903, 06/15/2018 02:48:40 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
3904, 06/15/2018 02:48:41 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
3905, 06/15/2018 02:48:42 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
3906, 06/15/2018 02:48:43 PM,0.0000             ,-0.0833            ,0.0000             ,-0.4167            
3907, 06/15/2018 02:48:44 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
3908, 06/15/2018 02:48:45 PM,0.0000             ,-0.1000            ,0.0000             ,-1.2500            
3909, 06/15/2018 02:48:46 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
3910, 06/15/2018 02:48:47 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
3911, 06/15/2018 02:48:48 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
3912, 06/15/2018 02:48:49 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
3913, 06/15/2018 02:48:50 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
3914, 06/15/2018 02:48:51 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
3915, 06/15/2018 02:48:52 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
3916, 06/15/2018 02:48:53 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
3917, 06/15/2018 02:48:54 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
